communities,site,coral_sp_1,coral_sp_2,coral_sp_3,coral_sp_4,coral_sp_5,coral_sp_6,coral_sp_7,coral_sp_8,coral_sp_9,coral_sp_10,coral_sp_11,coral_sp_12,algae_fg_1,algae_fg_2,algae_fg_3,algae_fg_4,algae_fg_5,algae_fg_6,substrate
166,experiment,Acropora_lokani,Acropora_elseyi,Acropora_nana,Acropora_listeri,Acropora_lianae,Acropora_walindii,Pocillopora_ligulata,Acropora_rudis,Pocillopora_capitata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,experiment,Acropora_elseyi,Acropora_lianae,Acropora_listeri,Acropora_nana,Acropora_lokani,Acropora_rudis,Acropora_walindii,Pocillopora_ligulata,Acropora_fenneri,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,experiment,Galaxea_acrhelia,Galaxea_horrescens,Pocillopora_damicornis,Porites_nigrescens,Stylophora_pistillata,Pocillopora_ankeli,Isopora_togianensis,Porites_furcata,Porites_divaricata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,experiment,Anacropora_forbesi,Montipora_hirsuta,Anacropora_matthai,Montipora_samarensis,Anacropora_spumosa,Anacropora_puertogalerae,Montipora_pachytuberculata,Anacropora_pillai,Montipora_spongiosa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,experiment,Montipora_hirsuta,Pocillopora_capitata,Montipora_digitata,Acropora_solitaryensis,Acropora_pulchra,Acropora_cytherea,Cladocora_arbuscula,Acropora_natalensis,Acropora_sirikitiae,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,experiment,Anacropora_matthai,Montipora_angulata,Montipora_kellyi,Acropora_clathrata,Acropora_loisetteae,Acropora_subulata,Acropora_hoeksemai,Acropora_gomezi,Pocillopora_effusa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,experiment,Anacropora_reticulata,Anacropora_spinosa,Anacropora_spumosa,Montipora_altasepta,Montipora_echinata,Montipora_pachytuberculata,Montipora_samarensis,Pectinia_pygmaea,Porites_negrosensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,experiment,Acropora_intermedia,Acropora_longicyathus,Acropora_prolifera,Acropora_tortuosa,Stylophora_pistillata,Acropora_gomezi,Echinopora_fruticulosa,Australogyra_zelli,Duncanopsammia_axifuga,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,experiment,Acropora_jacquelineae,Acropora_kosurini,Acropora_walindii,Acropora_rudis,Acropora_secale,Acropora_indonesia,Acropora_exquisita,Pocillopora_verrucosa,Acropora_vaughani,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,experiment,Pocillopora_ligulata,Acropora_subglabra,Acropora_lamarcki,Acropora_rudis,Acropora_caroliniana,Acropora_cervicornis,Acropora_hyacinthus,Caulastraea_curvata,Hydnophora_rigida,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,experiment,Acropora_kosurini,Acropora_batunai,Acropora_abrotanoides,Oculina_varicosa,Acropora_donei,Acropora_sukarnoi,Acropora_elegantula,Acropora_roseni,Acropora_divaricata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,experiment,Acropora_carduus,Acropora_derawanensis,Acropora_kimbeensis,Acropora_maryae,Oculina_valenciennesi,Pocillopora_elegans,Pocillopora_indiania,Pocillopora_inflata,Pocillopora_zelli,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,experiment,Acropora_forskali,Acropora_valenciennesi,Australogyra_zelli,Duncanopsammia_axifuga,Plerogyra_simplex,Acropora_roseni,Hydnophora_rigida,Acropora_horrida,Acropora_multiacuta,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,experiment,Pavona_cactus,Pavona_clavus,Pavona_xarifae,Alveopora_catalai,Alveopora_allingi,Pavona_frondifera,Acropora_monticulosa,Alveopora_gigas,Goniopora_ciliatus,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,experiment,Acropora_downingi,Acropora_parapharaonis,Acropora_plumosa,Acropora_spicifera,Acropora_squarrosa,Acropora_ridzwani,Alveopora_catalai,Acropora_muricata,Acropora_clathrata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,experiment,Acropora_abrolhosensis,Acropora_florida,Acropora_lutkeni,Acropora_palmata,Acropora_papillare,Acropora_ridzwani,Acropora_striata,Alveopora_catalai,Merulina_triangularis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,experiment,Acropora_aspera,Acropora_grandis,Acropora_insignis,Acropora_muricata,Acropora_navini,Acropora_rufa,Acropora_teres,Acropora_ridzwani,Merulina_triangularis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,experiment,Goniopora_stokesi,Isopora_cuneata,Madracis_decactis,Madracis_formosa,Madracis_pharensis,Porites_echinulata,Porites_napopora,Porites_pukoensis,Stylocoeniella_guentheri,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,experiment,Porites_aranetai,Porites_excavata,Porites_harrisoni,Porites_nodifera,Stylocoeniella_muscosus,Madracis_pharensis,Porites_echinulata,Stylocoeniella_guentheri,Madracis_formosa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,experiment,Helioseris_cucullata,Mycetophyllia_reesi,Madracis_pharensis,Stylophora_danae,Porites_echinulata,Mycetophyllia_ferox,Isopora_cuneata,Agaricia_tenuifolia,Stylocoeniella_muscosus,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,experiment,Psammocora_digitata,Acropora_bushyensis,Psammocora_contigua,Acropora_desalwii,Madracis_formosa,Pavona_maldivensis,Acropora_sarmentosa,Madracis_decactis,Montipora_dilatata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,experiment,Madracis_carmabi,Porites_sverdrupi,Porites_porites,Madracis_asanoi,Madracis_auretenra,Galaxea_cryptoramosa,Stylophora_danae,Madracis_mirabilis,Mycetophyllia_ferox,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,experiment,Montipora_australiensis,Montipora_hemispherica,Montipora_confusa,Montipora_gaimardi,Montipora_saudii,Porites_columnaris,Porites_rus,Montipora_calcarea,Montipora_corbettensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,experiment,Alveopora_daedalea,Isopora_crateriformis,Madracis_kirbyi,Porites_branneri,Porites_cocosensis,Porites_deformis,Porites_latistellata,Porites_panamensis,Porites_sillimaniani,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,experiment,Porites_colonensis,Porites_monticulosa,Porites_studeri,Madracis_kirbyi,Simplastrea_vesicularis,Isopora_crateriformis,Porites_panamensis,Agaricia_agaricites,Alveopora_marionensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,experiment,Montipora_niugini,Montipora_meandrina,Alveopora_spongiosa,Cyphastrea_hexasepta,Merulina_scheeri,Acropora_latistella,Dendrogyra_cylindrus,Acropora_aculeus,Pavona_maldivensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,experiment,Montipora_dilatata,Montipora_taiwanensis,Montipora_orientalis,Acropora_desalwii,Acropora_mossambica,Montipora_flabellata,Echinopora_tiranensis,Acropora_humilis,Stylocoeniella_cocosensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,experiment,Acropora_dendrum,Montipora_hispida,Montipora_hodgsoni,Montipora_mollis,Montipora_nodosa,Montipora_stellata,Porites_annae,Porites_columnaris,Porites_rus,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,experiment,Acropora_granulosa,Goniopora_columna,Cyphastrea_japonica,Goniastrea_ramosa,Acropora_polystoma,Oulophyllia_crispa,Echinophyllia_echinoporoides,Acropora_paragemmifera,Physophyllia_ayleni,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,experiment,Acropora_eurystoma,Mycedium_steeni,Hydnophora_bonsai,Alveopora_excelsa,Anomastraea_irregularis,Scapophyllia_cylindrica,Echinophyllia_costata,Pectinia_maxima,Mycedium_robokaki,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,experiment,Montipora_cebuensis,Montipora_spumosa,Solenastrea_hyades,Hydnophora_grandis,Leptoseris_yabei,Oxypora_lacera,Goniopora_tantillus,Montipora_verruculosa,Astrea_devantieri,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,experiment,Acropora_pharaonis,Pectinia_paeonia,Acropora_granulosa,Pectinia_maxima,Turbinaria_mesenterina,Pectinia_alcicornis,Physophyllia_ayleni,Acropora_khayranensis,Cycloseris_wellsi,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,experiment,Alveopora_allingi,Alveopora_gigas,Orbicella_faveolata,Pavona_duerdeni,Pavona_frondifera,Pavona_minuta,Pavona_xarifae,Porites_cylindrica,Pavona_chiriquiensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,experiment,Leptoseris_gardineri,Pachyseris_rugosa,Turbinaria_reniformis,Leptoseris_amitoriensis,Leptoseris_cailleti,Leptoseris_papyracea,Pavona_explanulata,Pavona_minuta,Pachyseris_foliosa,Turbinaria_radicalis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,experiment,Montipora_peltiformis,Echinopora_horrida,Porites_bernardi,Pavona_frondifera,Acropora_gemmifera,Hydnophora_bonsai,Echinopora_irregularis,Goniopora_polyformis,Porites_okinawensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,experiment,Acropora_monticulosa,Cyphastrea_microphthalma,Orbicella_annularis,Acropora_millepora,Montipora_foliosa,Pachyseris_involuta,Caulastraea_furcata,Australophyllia_wilsoni,Turbinaria_patula,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,experiment,Montipora_monasteriata,Astreopora_myriophthalma,Echinopora_mammiformis,Pavona_gigantea,Goniopora_polyformis,Goniopora_pearsoni,Porites_solida,Lobophyllia_serrata,Turbinaria_peltata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,experiment,Astreopora_macrostoma,Echinopora_robusta,Echinopora_taylorae,Galaxea_astreata,Goniopora_norfolkensis,Goniopora_tenuidens,Montipora_venosa,Pachyseris_gemmae,Porites_mayeri,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,experiment,Coeloseris_mayeri,Galaxea_fascicularis,Leptoseris_explanata,Leptoseris_papyracea,Leptoseris_tubulifera,Lobophyllia_hemprichii,Orbicella_franksi,Pavona_explanulata,Pavona_venosa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,experiment,Leptoseris_amitoriensis,Leptoseris_cailleti,Leptoseris_hawaiiensis,Leptoseris_incrustans,Pachyseris_foliosa,Leptoseris_explanata,Leptoseris_papyracea,Pachyseris_involuta,Turbinaria_peltata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,experiment,Alveopora_minuta,Favia_fragum,Porites_murrayensis,Porites_astreoides,Alveopora_japonica,Porites_stephensoni,Stylophora_mamillata,Scolymia_wellsii,Porites_vaughani,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,experiment,Favia_gravida,Goniopora_diminuta,Isophyllia_sinuosa,Porites_brighami,Porites_densa,Pseudosiderastrea_tayamai,Siderastrea_radians,Stylaraea_punctata,Favia_fragum,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
